                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.9309,                 2.3262,                 1.7892,                0.27575,                0.24736,                0.21474,                0.12351,                 2.0854,                 2.5029,                 1.8585,               0.008086,               0.008086,               0.008086
                     31,                 1.9307,                  2.315,                 1.8111,                0.31094,                0.33575,                0.27094,                0.13854,                 2.1133,                 2.3997,                 1.8429,                0.00802,                0.00802,                0.00802
                     32,                 1.9179,                 2.2585,                 1.7677,                 0.2922,                0.38456,                0.25181,                0.12693,                 2.0858,                 2.4179,                 1.8295,               0.007954,               0.007954,               0.007954
                     33,                  1.933,                 2.2662,                 1.7887,                0.35104,                0.28865,                0.26063,                0.13709,                 2.0911,                 2.3512,                 1.8495,               0.007888,               0.007888,               0.007888
                     34,                 1.9231,                 2.2543,                  1.796,                0.30539,                0.32682,                0.23975,                 0.1227,                 2.1824,                 2.5612,                 1.9472,               0.007822,               0.007822,               0.007822
                     35,                 1.9022,                 2.2355,                 1.7742,                0.41551,                 0.2837,                0.28855,                 0.1538,                 2.0988,                 2.3543,                 1.8494,               0.007756,               0.007756,               0.007756
                     36,                 1.8961,                 2.2164,                 1.7613,                0.28172,                0.37482,                0.25955,                 0.1492,                 2.0381,                 2.3322,                 1.7727,                0.00769,                0.00769,                0.00769
                     37,                 1.8721,                  2.201,                 1.7435,                0.33354,                 0.3679,                0.28656,                0.14982,                 2.0657,                 2.3803,                 1.8261,               0.007624,               0.007624,               0.007624
                     38,                 1.8773,                 2.1655,                 1.7463,                0.29894,                0.28202,                0.25415,                0.13235,                 2.0545,                 2.3482,                 1.8321,               0.007558,               0.007558,               0.007558
                     39,                 1.8834,                 2.1379,                  1.727,                0.41398,                0.33801,                0.29436,                 0.1477,                 2.0153,                 2.3194,                 1.7969,               0.007492,               0.007492,               0.007492
                     40,                 1.8699,                  2.156,                  1.738,                 0.3511,                0.32487,                0.26374,                0.13964,                 2.0161,                 2.2914,                 1.7692,               0.007426,               0.007426,               0.007426
                     41,                 1.8638,                  2.115,                 1.7329,                0.40307,                0.29046,                 0.2752,                0.13268,                 2.0495,                 2.2514,                 1.8274,                0.00736,                0.00736,                0.00736
                     42,                 1.8471,                  2.096,                  1.721,                0.36018,                 0.2689,                0.26746,                0.14029,                 2.0628,                 2.2659,                 1.8028,               0.007294,               0.007294,               0.007294
                     43,                 1.8464,                 2.1094,                 1.7052,                0.36609,                0.33342,                0.29365,                0.16072,                 2.0466,                  2.198,                 1.7513,               0.007228,               0.007228,               0.007228
                     44,                 1.8432,                 2.0747,                 1.7079,                0.30902,                0.29777,                0.27136,                0.15427,                 1.9915,                 2.2826,                 1.7499,               0.007162,               0.007162,               0.007162
                     45,                 1.8413,                  2.063,                 1.7223,                0.37667,                0.32256,                0.27739,                0.15212,                 2.0051,                 2.2771,                 1.7657,               0.007096,               0.007096,               0.007096
                     46,                 1.8191,                 2.0577,                 1.6929,                0.36417,                0.32222,                0.29645,                0.16154,                 2.0374,                 2.2595,                 1.7671,                0.00703,                0.00703,                0.00703
                     47,                 1.8086,                 2.0203,                 1.6898,                0.38139,                0.41902,                0.32246,                0.17044,                  1.985,                 2.2199,                 1.7531,               0.006964,               0.006964,               0.006964
                     48,                 1.8016,                 1.9927,                  1.686,                0.29767,                0.37186,                0.28145,                0.15222,                 2.0464,                 2.3299,                 1.7835,               0.006898,               0.006898,               0.006898
                     49,                  1.792,                  1.982,                  1.677,                0.34994,                0.33993,                0.27805,                0.15407,                 2.0195,                 2.2839,                 1.7776,               0.006832,               0.006832,               0.006832
                     50,                 1.8063,                 1.9938,                 1.6787,                0.37487,                0.42137,                0.33422,                0.19246,                 2.0256,                 2.2415,                 1.7901,               0.006766,               0.006766,               0.006766
                     51,                  1.785,                 1.9713,                 1.6827,                0.35609,                0.30482,                0.27902,                0.14714,                 2.0526,                 2.2649,                  1.773,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.7871,                 1.9554,                 1.6671,                 0.3535,                0.37799,                0.29913,                0.16472,                 1.9928,                 2.2033,                 1.7369,               0.006634,               0.006634,               0.006634
                     53,                 1.7714,                  1.933,                 1.6605,                 0.3694,                0.32793,                0.30006,                0.15884,                 2.0469,                 2.2681,                 1.8006,               0.006568,               0.006568,               0.006568
                     54,                 1.7568,                 1.9205,                 1.6399,                0.32266,                0.33095,                 0.2926,                 0.1614,                 1.9815,                 2.2845,                 1.7677,               0.006502,               0.006502,               0.006502
                     55,                 1.7442,                 1.9129,                 1.6434,                0.32905,                0.30051,                0.27442,                0.14368,                 2.0216,                 2.2814,                 1.8105,               0.006436,               0.006436,               0.006436
                     56,                 1.7624,                 1.9076,                 1.6504,                0.34229,                0.32013,                0.28467,                0.15044,                 2.0515,                 2.2842,                 1.7806,                0.00637,                0.00637,                0.00637
                     57,                 1.7407,                 1.9226,                 1.6344,                0.32075,                0.30506,                0.29309,                 0.1583,                 2.0457,                 2.2037,                 1.7722,               0.006304,               0.006304,               0.006304
                     58,                 1.7452,                 1.8764,                 1.6255,                0.40152,                 0.3272,                0.29982,                0.16811,                 2.0688,                 2.2537,                 1.7966,               0.006238,               0.006238,               0.006238
                     59,                 1.7345,                 1.8453,                 1.6168,                0.38665,                0.40691,                0.33657,                0.18976,                   2.03,                 2.2158,                 1.7709,               0.006172,               0.006172,               0.006172
                     60,                 1.7163,                 1.8271,                 1.6071,                0.37832,                0.41446,                0.31714,                0.18374,                 2.0195,                 2.1809,                 1.7911,               0.006106,               0.006106,               0.006106
                     61,                 1.7201,                 1.8534,                 1.6154,                0.32522,                0.37857,                0.31866,                 0.1677,                 2.0778,                 2.1901,                 1.8088,                0.00604,                0.00604,                0.00604
                     62,                 1.6979,                 1.8112,                 1.6054,                 0.4179,                 0.3198,                0.30799,                0.16198,                 2.0306,                  2.206,                 1.7786,               0.005974,               0.005974,               0.005974
                     63,                 1.6942,                 1.7887,                 1.6031,                0.42727,                0.39831,                0.34425,                0.19398,                 2.0324,                 2.1413,                 1.7739,               0.005908,               0.005908,               0.005908
                     64,                 1.6681,                 1.7573,                 1.5937,                0.42465,                0.36757,                 0.3451,                0.18747,                 1.9906,                  2.164,                 1.7553,               0.005842,               0.005842,               0.005842
                     65,                 1.6756,                  1.769,                 1.5933,                0.37618,                0.29919,                0.29637,                0.16285,                 2.0261,                 2.2062,                 1.7627,               0.005776,               0.005776,               0.005776
                     66,                 1.6698,                 1.7813,                 1.5692,                0.36302,                0.39041,                0.36172,                0.19829,                 2.0579,                 2.1359,                 1.7927,                0.00571,                0.00571,                0.00571
                     67,                  1.649,                 1.7263,                 1.5767,                0.41334,                0.31427,                0.32771,                0.17651,                 1.9931,                 2.1199,                 1.7649,               0.005644,               0.005644,               0.005644
                     68,                 1.6509,                 1.7182,                 1.5656,                0.43285,                0.37111,                0.34022,                0.18242,                 2.0081,                 2.1564,                 1.7693,               0.005578,               0.005578,               0.005578
                     69,                 1.6626,                 1.7261,                 1.5719,                 0.4694,                0.34022,                0.33359,                0.18106,                 2.0586,                 2.1371,                 1.7814,               0.005512,               0.005512,               0.005512
                     70,                 1.6531,                 1.6998,                  1.562,                0.44817,                0.35355,                  0.349,                0.18751,                  2.005,                 2.1392,                 1.7306,               0.005446,               0.005446,               0.005446
                     71,                   1.66,                 1.6905,                 1.5793,                0.43407,                0.37392,                0.33779,                0.17482,                 2.0585,                  2.165,                  1.797,                0.00538,                0.00538,                0.00538
                     72,                 1.6343,                 1.6719,                 1.5505,                0.41955,                0.30853,                0.33725,                0.18076,                 2.0151,                 2.1346,                 1.7397,               0.005314,               0.005314,               0.005314
                     73,                 1.6256,                 1.6434,                 1.5417,                 0.3815,                0.43197,                0.34865,                0.18902,                 2.0713,                 2.1261,                  1.799,               0.005248,               0.005248,               0.005248
                     74,                 1.6292,                 1.6297,                 1.5275,                0.39022,                0.32348,                0.29989,                0.16024,                 2.0171,                 2.1706,                 1.7482,               0.005182,               0.005182,               0.005182
                     75,                 1.6193,                 1.6294,                 1.5285,                0.38738,                0.38062,                0.31455,                0.17555,                 2.0203,                 2.2259,                 1.7995,               0.005116,               0.005116,               0.005116
                     76,                  1.594,                 1.6117,                 1.5241,                0.47767,                 0.3978,                0.34044,                0.18689,                 2.0398,                 2.1252,                 1.7543,                0.00505,                0.00505,                0.00505
                     77,                 1.6147,                 1.5775,                 1.5257,                0.39812,                0.38479,                0.32941,                 0.1746,                 2.0438,                 2.1965,                 1.7759,               0.004984,               0.004984,               0.004984
                     78,                 1.6019,                 1.5924,                 1.5148,                 0.3788,                0.37477,                0.35303,                0.20666,                 2.0166,                 2.2107,                 1.7752,               0.004918,               0.004918,               0.004918
                     79,                 1.5983,                 1.5689,                 1.5146,                0.39724,                0.39917,                0.36144,                 0.1954,                 2.0464,                 2.1865,                 1.7876,               0.004852,               0.004852,               0.004852
                     80,                 1.5613,                 1.5494,                 1.4967,                0.35825,                0.39522,                0.32787,                0.16583,                 2.0236,                 2.0909,                 1.7825,               0.004786,               0.004786,               0.004786
                     81,                 1.5759,                 1.5296,                 1.5047,                0.46229,                0.44411,                0.40387,                0.23089,                 2.0249,                 2.0683,                 1.7554,                0.00472,                0.00472,                0.00472
                     82,                 1.5508,                 1.5536,                 1.4931,                 0.4885,                0.37127,                 0.3531,                0.19603,                  2.051,                 2.1716,                 1.8032,               0.004654,               0.004654,               0.004654
                     83,                 1.5667,                 1.5108,                 1.4968,                0.37335,                0.42638,                0.33763,                0.18512,                 2.0314,                 2.1342,                 1.7758,               0.004588,               0.004588,               0.004588
                     84,                 1.5439,                 1.4894,                 1.4881,                0.40793,                0.42399,                0.34162,                0.19072,                  2.054,                 2.1613,                 1.7697,               0.004522,               0.004522,               0.004522
                     85,                 1.5444,                 1.4861,                 1.4894,                0.52784,                0.40063,                 0.3651,                0.20259,                 2.0441,                 2.1862,                 1.7946,               0.004456,               0.004456,               0.004456
                     86,                 1.5353,                 1.4808,                 1.4742,                0.44013,                 0.4756,                0.38534,                0.22146,                 2.0105,                   2.12,                 1.7509,                0.00439,                0.00439,                0.00439
                     87,                   1.53,                 1.4449,                 1.4504,                0.46518,                0.47285,                0.38969,                0.21517,                 2.0543,                 2.0812,                 1.7874,               0.004324,               0.004324,               0.004324
                     88,                 1.5141,                 1.4518,                 1.4564,                0.38632,                0.40757,                0.35766,                0.20115,                  2.047,                  2.109,                 1.7849,               0.004258,               0.004258,               0.004258
                     89,                 1.5154,                  1.443,                 1.4479,                0.46592,                 0.3777,                0.36456,                0.20915,                 2.0178,                 2.1708,                 1.7455,               0.004192,               0.004192,               0.004192
                     90,                 1.5216,                 1.4357,                  1.456,                0.43495,                 0.3711,                0.34991,                0.19976,                 2.0619,                 2.1378,                 1.7809,               0.004126,               0.004126,               0.004126
                     91,                 1.5066,                 1.4284,                  1.446,                0.47896,                0.40432,                0.36329,                0.20373,                 2.0135,                  2.074,                 1.7402,                0.00406,                0.00406,                0.00406
                     92,                 1.4894,                 1.3886,                 1.4339,                0.59586,                0.36169,                0.39106,                0.23661,                 2.0521,                 2.1195,                 1.7792,               0.003994,               0.003994,               0.003994
                     93,                 1.4994,                 1.3757,                 1.4424,                0.43334,                0.48989,                0.38575,                0.21158,                  2.071,                 2.1402,                 1.8069,               0.003928,               0.003928,               0.003928
                     94,                 1.4946,                 1.3935,                   1.43,                0.37076,                0.40888,                0.34123,                0.19025,                 2.0636,                 2.0986,                 1.8024,               0.003862,               0.003862,               0.003862
                     95,                 1.4864,                 1.3659,                 1.4331,                0.45317,                0.40016,                0.35448,                0.20127,                  2.088,                 2.1769,                 1.8072,               0.003796,               0.003796,               0.003796
                     96,                 1.4713,                 1.3625,                 1.4205,                0.41043,                0.40957,                0.34208,                0.19151,                 2.0194,                 2.0645,                 1.7505,                0.00373,                0.00373,                0.00373
                     97,                 1.4643,                 1.3604,                 1.4181,                0.42892,                0.38528,                0.35364,                0.18883,                 2.0677,                 2.1073,                 1.8005,               0.003664,               0.003664,               0.003664
                     98,                 1.4746,                 1.3606,                 1.4289,                0.58787,                0.31707,                0.37438,                0.20891,                 2.0583,                 2.0993,                 1.7973,               0.003598,               0.003598,               0.003598
                     99,                 1.4597,                 1.3503,                 1.4113,                0.42174,                 0.3649,                0.34871,                0.18574,                 2.0335,                 2.1261,                 1.7824,               0.003532,               0.003532,               0.003532
                    100,                 1.4574,                 1.3489,                 1.4109,                 0.4198,                0.35145,                0.34841,                 0.1963,                 2.0313,                  2.099,                 1.7726,               0.003466,               0.003466,               0.003466
                    101,                 1.4321,                 1.3091,                 1.4075,                0.42574,                0.33607,                0.35152,                0.19349,                 2.0624,                 2.1197,                 1.7904,                 0.0034,                 0.0034,                 0.0034
                    102,                 1.4434,                 1.2955,                 1.3995,                    0.5,                0.34082,                0.35443,                0.20356,                 2.0641,                 2.1017,                 1.8026,               0.003334,               0.003334,               0.003334
                    103,                 1.4169,                 1.2798,                 1.3992,                0.45249,                0.33643,                0.34004,                0.18257,                 2.0766,                 2.1428,                 1.8166,               0.003268,               0.003268,               0.003268
                    104,                 1.4289,                 1.2857,                 1.3876,                0.45758,                 0.3891,                0.36752,                0.20232,                 2.0618,                 2.1441,                 1.8276,               0.003202,               0.003202,               0.003202
                    105,                 1.4036,                 1.2473,                  1.375,                0.51887,                0.36892,                0.37248,                0.20202,                 2.0723,                 2.1331,                 1.7905,               0.003136,               0.003136,               0.003136
                    106,                  1.406,                  1.254,                 1.3718,                 0.4549,                0.37878,                0.37035,                0.21129,                 2.0541,                 2.1445,                 1.7972,                0.00307,                0.00307,                0.00307
                    107,                 1.4217,                  1.261,                 1.3815,                0.41863,                 0.3946,                0.36489,                0.20562,                 2.0748,                 2.1467,                 1.8217,               0.003004,               0.003004,               0.003004
                    108,                 1.3947,                 1.2453,                 1.3704,                0.42378,                0.46547,                0.36278,                0.20165,                 2.0577,                 2.1597,                 1.8009,               0.002938,               0.002938,               0.002938
                    109,                 1.3778,                   1.21,                 1.3605,                0.42975,                0.41412,                0.36407,                0.19363,                 2.0841,                 2.0843,                 1.8086,               0.002872,               0.002872,               0.002872
                    110,                 1.3804,                 1.2004,                 1.3539,                0.38533,                0.41384,                0.36694,                    0.2,                 2.1274,                 2.1904,                 1.8156,               0.002806,               0.002806,               0.002806
                    111,                  1.379,                 1.2021,                  1.368,                0.40751,                0.40915,                0.37006,                0.20881,                 2.1025,                 2.1307,                 1.8182,                0.00274,                0.00274,                0.00274
                    112,                 1.3645,                 1.1823,                 1.3521,                0.42162,                0.48424,                0.37602,                0.20428,                 2.0681,                 2.1725,                  1.832,               0.002674,               0.002674,               0.002674
                    113,                 1.3586,                 1.1909,                  1.335,                0.43124,                0.42619,                0.36182,                0.19904,                 2.1046,                 2.1719,                 1.8493,               0.002608,               0.002608,               0.002608
                    114,                 1.3751,                  1.177,                 1.3574,                0.40706,                0.46815,                 0.3514,                0.19331,                 2.1068,                 2.1893,                 1.8305,               0.002542,               0.002542,               0.002542
                    115,                 1.3397,                  1.141,                 1.3312,                0.39232,                0.46243,                0.36969,                 0.2042,                 2.1016,                 2.1797,                 1.8199,               0.002476,               0.002476,               0.002476
                    116,                 1.3319,                 1.1571,                 1.3292,                0.43253,                 0.4137,                0.35874,                0.19051,                 2.0925,                 2.1071,                 1.8386,                0.00241,                0.00241,                0.00241
                    117,                 1.3401,                 1.1447,                 1.3323,                0.48862,                0.44263,                0.39657,                0.21193,                 2.1149,                 2.1005,                 1.8563,               0.002344,               0.002344,               0.002344
                    118,                 1.3384,                 1.1365,                 1.3323,                0.46668,                0.45557,                 0.3758,                0.20705,                 2.0818,                 2.1037,                 1.8506,               0.002278,               0.002278,               0.002278
                    119,                 1.3239,                 1.1283,                 1.3193,                0.43862,                0.41938,                0.34979,                 0.1936,                 2.1119,                 2.1985,                 1.8397,               0.002212,               0.002212,               0.002212
                    120,                   1.33,                 1.1239,                 1.3145,                0.45962,                0.34487,                0.36194,                 0.1966,                 2.1175,                 2.1576,                  1.861,               0.002146,               0.002146,               0.002146
                    121,                 1.3126,                  1.106,                  1.309,                0.41103,                0.40812,                0.35324,                 0.1956,                 2.0778,                 2.1505,                 1.8386,                0.00208,                0.00208,                0.00208
                    122,                 1.3171,                  1.117,                  1.316,                0.45878,                 0.3726,                0.35363,                0.19188,                 2.1089,                 2.1419,                 1.8429,               0.002014,               0.002014,               0.002014
                    123,                 1.2961,                 1.0866,                 1.3125,                0.43642,                0.34741,                0.34779,                 0.1913,                 2.1103,                 2.1679,                 1.8579,               0.001948,               0.001948,               0.001948
                    124,                 1.3052,                 1.0951,                 1.3073,                0.50208,                0.37972,                0.36981,                0.20345,                 2.1518,                 2.1677,                  1.891,               0.001882,               0.001882,               0.001882
                    125,                 1.2909,                 1.0828,                  1.298,                0.51219,                0.33885,                0.34288,                 0.1885,                 2.1685,                 2.2111,                 1.8944,               0.001816,               0.001816,               0.001816
                    126,                 1.2804,                 1.0622,                 1.2907,                0.49532,                0.37282,                0.36821,                0.20346,                 2.1296,                 2.2109,                 1.8724,                0.00175,                0.00175,                0.00175
                    127,                 1.2653,                 1.0526,                 1.2909,                0.44937,                0.39899,                0.39098,                0.21116,                  2.154,                 2.1783,                 1.8751,               0.001684,               0.001684,               0.001684
                    128,                 1.2613,                 1.0427,                 1.2738,                0.45951,                0.41898,                0.35864,                 0.1971,                 2.1552,                 2.1546,                 1.8898,               0.001618,               0.001618,               0.001618
                    129,                 1.2557,                  1.027,                 1.2768,                0.41741,                0.42227,                0.37189,                0.19944,                 2.1463,                 2.1912,                 1.8618,               0.001552,               0.001552,               0.001552
                    130,                 1.2623,                  1.041,                 1.2768,                0.43249,                0.44413,                0.35714,                0.19636,                 2.1547,                 2.1707,                 1.8959,               0.001486,               0.001486,               0.001486
                    131,                 1.2544,                 1.0258,                 1.2765,                0.48346,                0.33221,                0.34364,                0.18997,                  2.129,                 2.1895,                 1.8595,                0.00142,                0.00142,                0.00142
                    132,                 1.2408,                 1.0143,                 1.2588,                 0.3992,                0.46799,                 0.3597,                0.20418,                 2.1436,                 2.2075,                 1.8758,               0.001354,               0.001354,               0.001354
                    133,                  1.238,                 1.0236,                 1.2635,                0.41115,                0.42119,                0.36607,                 0.2066,                  2.142,                 2.1984,                 1.8817,               0.001288,               0.001288,               0.001288
                    134,                 1.2283,                 1.0039,                 1.2497,                0.43974,                0.41113,                0.36001,                0.20598,                  2.123,                 2.2202,                 1.8723,               0.001222,               0.001222,               0.001222
                    135,                  1.215,                0.99356,                  1.256,                0.39498,                0.42064,                0.34965,                0.19284,                 2.1421,                 2.2351,                 1.8881,               0.001156,               0.001156,               0.001156
                    136,                  1.219,                0.99525,                 1.2574,                0.47171,                0.39656,                 0.3583,                0.19794,                 2.1309,                 2.1977,                 1.9002,                0.00109,                0.00109,                0.00109
                    137,                 1.2311,                0.97986,                 1.2599,                0.47719,                0.39263,                0.35876,                 0.1948,                 2.1474,                 2.2564,                 1.8956,               0.001024,               0.001024,               0.001024
                    138,                 1.1913,                0.96456,                 1.2297,                0.45973,                0.38905,                  0.362,                0.20125,                 2.1667,                 2.2272,                 1.8954,               0.000958,               0.000958,               0.000958
                    139,                 1.1984,                0.96315,                 1.2419,                0.45678,                 0.4057,                0.36937,                0.20785,                 2.1535,                 2.2069,                 1.9002,               0.000892,               0.000892,               0.000892
                    140,                 1.1897,                0.96772,                 1.2332,                0.44348,                0.41563,                0.36925,                0.20218,                 2.1752,                 2.2424,                 1.9175,               0.000826,               0.000826,               0.000826
                    141,                 1.2129,                0.96834,                  1.242,                0.47012,                 0.4078,                 0.3702,                0.20578,                 2.1705,                 2.2404,                 1.9219,                0.00076,                0.00076,                0.00076
                    142,                 1.1846,                0.95571,                 1.2295,                0.46547,                0.39509,                0.35875,                0.20082,                 2.1746,                 2.2649,                 1.9151,               0.000694,               0.000694,               0.000694
